code_id_1,code_id_2,code_1,code_2,LLM-based Technique,Tree-based NN Technique,ML-based Technique,Compiler-based Technique,operator-type,failure_category,
1160,1166,"int main(I,J)
int I,J;
{
	int Min;
    Min = I;
    if(J<I)
 	   Min=J;
    return Min;
}","int main(I,J)
int I,J;
{
	int Min;
    Min = I;
    if(J<--I)
 	   Min=J;
    return Min;
}",0,0,1,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
501,635,"bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}","bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep < MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}",0,1,0,0,ROR,Logical Complement Confusion,
448,473,"int brake(int brakepedal) 
{
	if (brakepedal<(maxBrake-1))
		brakepedal =brakepedal+1;
	else
		brakepedal=maxBrake;
	return brakepedal;
}","int brake(int brakepedal) 
{
	if (brakepedal<=(maxBrake-1))
		brakepedal =brakepedal+1;
	else
		brakepedal=maxBrake;
	return brakepedal;
}",0,1,1,0,ROR,Program Invariant / Pre-condition Blindness,
501,604,"bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}","bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep <= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}",0,1,0,0,ROR,Symmetric Boundary Reversal,
304,314,"int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}","int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b--||b==c)
	    return 2;
	else
	    return 1;
}",0,0,0,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
501,533,"bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}","bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation < ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}",0,1,0,0,ROR,Logical Complement Confusion,
304,328,"int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}","int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a--==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}",0,0,0,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
304,342,"int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}","int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}",0,0,0,0,ROR,Operator Coverage Mismatch,
304,323,"int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}","int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a<=b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}",0,0,0,0,ROR,Operator Coverage Mismatch,
501,578,"bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}","bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation != ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}",0,1,0,0,ROR,Operator Coverage Mismatch,
1160,1165,"int main(I,J)
int I,J;
{
	int Min;
    Min = I;
    if(J<I)
 	   Min=J;
    return Min;
}","int main(I,J)
int I,J;
{
	int Min;
    Min = I--;
    if(J<I)
 	   Min=J;
    return Min;
}",0,0,1,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
501,608,"bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}","bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep != MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}",0,1,0,0,ROR,Operator Coverage Mismatch,
505,627,"bool Non_Crossing_Biased_Climb()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = !(Own_Below_Threat()) || ((Own_Below_Threat()) && (!(Down_Separation >= ALIM())));
    }
    else
    {
	result = Own_Above_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Up_Separation >= ALIM());
    }
    return result;
}","bool Non_Crossing_Biased_Climb()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = !(Own_Below_Threat()) || ((Own_Below_Threat()) && (!(Down_Separation >= ALIM())));
    }
    else
    {
	result = Own_Above_Threat() && (Cur_Vertical_Sep != MINSEP) && (Up_Separation >= ALIM());
    }
    return result;
}",0,1,0,0,ROR,Operator Coverage Mismatch,
501,573,"bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep >= MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}","bool Non_Crossing_Biased_Descend()
{
    int upward_preferred;
    int upward_crossing_situation;
    bool result;
    upward_preferred = Inhibit_Biased_Climb() > Down_Separation;
    if (upward_preferred)
    {
	result = Own_Below_Threat() && (Cur_Vertical_Sep == MINSEP) && (Down_Separation >= ALIM());
    }
    else
    {
	result = !(Own_Above_Threat()) || ((Own_Above_Threat()) && (Up_Separation >= ALIM()));
    }
    return result;
}",0,1,0,0,ROR,Operator Coverage Mismatch,
993,1006,"{ 
	unsigned int day,month,year,sum,leap; 
	printf(""\n please input year,month,day\n""); 
	scanf(""%d,%d,%d"",&year,&month,&day); 
	switch(month) 
	{	case 1:sum=0;
			break; 
		case 2:sum=31;
			break;
		case 3:sum=59;
			break; 
		case 4:sum=90;
			break;
		case 5:sum=120;
			break; 
		case 6:sum=151;
			break; 
		case 7:sum=181;
			break; 
		case 8:sum=212;
			break; 
		case 9:sum=243;
			break; 
		case 10:sum=273;
			break; 
		case 11:sum=304;
			break;
		case 12:sum=334;
			break; 
		default:printf(""data error"");
			break; } 
	sum=sum+day;
	if(year%400==0||(year%4==0&&year%100!=0))
		leap=1; 
	else 
		leap=0; 
	if(leap==1&&month>2)
		sum++; 
	printf(""It is the %d th day."",sum);
}","{ 
	unsigned int day,month,year,sum,leap; 
	printf(""\n please input year,month,day\n""); 
	scanf(""%d,%d,%d"",&year,&month,&day); 
	switch(month) 
	{	case 1:sum=0;
			break; 
		case 2:sum=31;
			break;
		case 3:sum=59;
			break; 
		case 4:sum=90;
			break;
		case 5:sum=120;
			break; 
		case 6:sum=151;
			break; 
		case 7:sum=181;
			break; 
		case 8:sum=212;
			break; 
		case 9:sum=243;
			break; 
		case 10:sum=273;
			break; 
		case 11:sum=304;
			break;
		case 12:sum=334;
			break; 
		default:printf(""data error"");
			break; } 
	sum=sum+day++;
	if(year%400==0||(year%4==0&&year%100!=0))
		leap=1; 
	else 
		leap=0; 
	if(leap==1&&month>2)
		sum++; 
	printf(""It is the %d th day."",sum);
}",0,1,1,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
304,355,"int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b||b==c)
	    return 2;
	else
	    return 1;
}","int main(a, b, c)
unsigned int a;
unsigned int b;
unsigned int c;
{	
	int t;
	if(a>b)
	{
		t=a;
		a=b;
		b=t;
	}
	if(a>c)
	{
		t=a;
		a=b;
		c=t;
	}  
	if(b>c)
	{
		t=b;
		b=c;
		c=t;
	}
	if(a+b<=c)
	    return 0;
	else if(a==b&&b==c)
	    return 3;
	else if(a==b++||b==c)
	    return 2;
	else
	    return 1;
}",0,0,0,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
