code_id_1,code_id_2,code_1,code_2,LLM-based Technique,Tree-based NN Technique,ML-based Technique,Compiler-based Technique,operator-type,failure_category,
2669,2683,"public Vector3D orthogonal() {

  double threshold = 0.6 * getNorm();
  if (threshold == 0) {
    throw new ArithmeticException(""null norm"");
  }

  if ((x >= -threshold) && (x <= threshold)) {
    double inverse  = 1 / Math.sqrt(y * y + z * z);
    return new Vector3D(0, inverse * z, -inverse * y);
  } else if ((y >= -threshold) && (y <= threshold)) {
    double inverse  = 1 / Math.sqrt(x * x + z * z);
    return new Vector3D(-inverse * z, 0, inverse * x);
  }
  double inverse  = 1 / Math.sqrt(x * x + y * y);
  return new Vector3D(inverse * y, -inverse * x, 0);

}","public Vector3D orthogonal() {

  double threshold = 0.6 * getNorm();
  if (threshold == 0) {
    throw new ArithmeticException(""null norm"");
  }

  if ((x >= -threshold) && (x <= threshold)) {
    double inverse  = 1 / Math.sqrt(y * y + z * z);
    return new Vector3D(0, inverse * z, -inverse * y);
  } else if ((y <= threshold)) {
    double inverse  = 1 / Math.sqrt(x * x + z * z);
    return new Vector3D(-inverse * z, 0, inverse * x);
  }
  double inverse  = 1 / Math.sqrt(x * x + y * y);
  return new Vector3D(inverse * y, -inverse * x, 0);

}",0,0,0,0,"AODU,ROD,SEOD,VDL",Program Invariant / Pre-condition Blindness,
2001,2095,"public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}","public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}",0,0,1,0,"CDL,ROD,SEOD,VDL",Program Invariant / Pre-condition Blindness,
2001,2041,"public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}","public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t >= 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}",0,0,0,0,ROR,Operator Coverage Mismatch,
199,259,"public  void sort( int[] data )
{
    for (int i = 0; i < data.length - 1; i++) {
        for (int j = data.length - 1; j > i; --j) {
            if (data[j] < data[j - 1]) {
                int temp = data[j];
                data[j] = data[j - 1];
                data[j - 1] = temp;
            }
        }
    }
}","public  void sort( int[] data )
{
    for (int i = 0; i < data.length - 1; i++) {
        for (int j = data.length - 1; j > i; --j) {
            if (data[j] < data[j - 1]) {
                int temp = data[j];
                data[j] = data[j + 1];
                data[j - 1] = temp;
            }
        }
    }
}",0,0,0,0,AORB,Subtle Semantic Equivalence via Algebraic Identity,
312,755,"private  void setMaxDelimCodePoint()
{
    if (delimiters == null) {
        maxDelimCodePoint = 0;
        return;
    }
    int m = 0;
    int c;
    int count = 0;
    for (int i = 0; i < delimiters.length(); i += Character.charCount( c )) {
        c = delimiters.charAt( i );
        if (c >= Character.MIN_HIGH_SURROGATE && c <= Character.MAX_LOW_SURROGATE) {
            c = delimiters.codePointAt( i );
            hasSurrogates = true;
        }
        if (m < c) {
            m = c;
        }
        count++;
    }
    maxDelimCodePoint = m;
    if (hasSurrogates) {
        delimiterCodePoints = new int[count];
        for (int i = 0, j = 0; i < count; i++, j += Character.charCount( c )) {
            c = delimiters.codePointAt( j );
            delimiterCodePoints[i] = c;
        }
    }
}","private  void setMaxDelimCodePoint()
{
    if (delimiters == null) {
        maxDelimCodePoint = 0;
        return;
    }
    int m = 0;
    int c;
    int count = 0;
    for (int i = 0; i < delimiters.length(); i += Character.charCount( c )) {
        c = delimiters.charAt( i );
        if (c >= Character.MIN_HIGH_SURROGATE && c <= Character.MAX_LOW_SURROGATE) {
            c = delimiters.codePointAt( i );
            hasSurrogates = true;
        }
        if (m < c) {
            m = c;
        }
        count++;
    }
    maxDelimCodePoint = m;
    if (hasSurrogates) {
        delimiterCodePoints = new int[count];
        for (int i = 0, j = 0; i < count; i++, j += Character.charCount( c )) {
            c = delimiters.codePointAt( j );
            delimiterCodePoints[i] = c++;
        }
    }
}",0,1,0,1,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
109,143,"private String decodeName(String name) {
    final WeakReference ref = (WeakReference)unescapeCache.get(name);
    String s = (String)(ref == null ? null : ref.get());

    if (s == null) {
        final char dollarReplacementFirstChar = dollarReplacement.charAt(0);
        final char escapeReplacementFirstChar = escapeCharReplacement.charAt(0);
        final int length = name.length();

        // First, fast (common) case: nothing to decode
        int i = 0;

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            // We'll do a quick check for potential match
            if (c == dollarReplacementFirstChar || c == escapeReplacementFirstChar) {
                // and if it might be a match, just quit, will check later on
                break;
            }
        }

        if (i == length) {
            return name;
        }

        // Otherwise full processing
        final StringBuffer result = new StringBuffer(length + 8);

        // We know first N chars are safe
        if (i > 0) {
            result.append(name.substring(0, i));
        }

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            if (c == dollarReplacementFirstChar && name.startsWith(dollarReplacement, i)) {
                i += dollarReplacement.length() - 1;
                result.append('$');
            } else if (c == escapeReplacementFirstChar
                && name.startsWith(escapeCharReplacement, i)) {
                i += escapeCharReplacement.length() - 1;
                result.append('_');
            } else {
                result.append(c);
            }
        }

        s = result.toString();
        unescapeCache.put(name, new WeakReference(s));
    }
    return s;
}","private String decodeName(String name) {
    final WeakReference ref = (WeakReference)unescapeCache.get(name);
    String s = (String)(ref == null ? null : ref.get());

    if (s == null) {
        final char dollarReplacementFirstChar = dollarReplacement.charAt(0);
        final char escapeReplacementFirstChar = escapeCharReplacement.charAt(0);
        final int length = name.length();

        // First, fast (common) case: nothing to decode
        int i = 0;

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            // We'll do a quick check for potential match
            if (c == dollarReplacementFirstChar || c == escapeReplacementFirstChar) {
                // and if it might be a match, just quit, will check later on
                break;
            }
        }

        if (i == length) {
            return name;
        }

        // Otherwise full processing
        final StringBuffer result = new StringBuffer(length / 8);

        // We know first N chars are safe
        if (i > 0) {
            result.append(name.substring(0, i));
        }

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            if (c == dollarReplacementFirstChar && name.startsWith(dollarReplacement, i)) {
                i += dollarReplacement.length() - 1;
                result.append('$');
            } else if (c == escapeReplacementFirstChar
                && name.startsWith(escapeCharReplacement, i)) {
                i += escapeCharReplacement.length() - 1;
                result.append('_');
            } else {
                result.append(c);
            }
        }

        s = result.toString();
        unescapeCache.put(name, new WeakReference(s));
    }
    return s;
}",0,0,0,0,AORB,Subtle Semantic Equivalence via Algebraic Identity,
1251,1301,"public  void setEpsilon( double epsilon )
{
    this.mEpsilon = epsilon;
}","public  void setEpsilon( double epsilon )
{
    this.mEpsilon = epsilon--;
}",0,0,0,1,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
2001,2076,"public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}","public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u >= 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}",0,0,0,0,ROR,Operator Coverage Mismatch,
1408,1624,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}","public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}",0,0,1,0,ROR,Program Invariant / Pre-condition Blindness,
322,452,"public  java.lang.String nextToken()
{
    currentPosition = newPosition >= 0 && !delimsChanged ? newPosition : skipDelimiters( currentPosition );
    delimsChanged = false;
    newPosition = -1;
    if (currentPosition >= maxPosition) {
        throw new java.util.NoSuchElementException();
    }
    int start = currentPosition;
    currentPosition = scanToken( currentPosition );
    return str.substring( start, currentPosition );
}","public  java.lang.String nextToken()
{
    currentPosition = newPosition >= 0 && !delimsChanged ? newPosition : skipDelimiters( currentPosition );
    delimsChanged = false;
    newPosition = -1;
    if (currentPosition >= maxPosition) {
        throw new java.util.NoSuchElementException();
    }
    int start = currentPosition;
    currentPosition = scanToken( currentPosition++ );
    return str.substring( start, currentPosition );
}",0,0,0,0,AOIS,Type-Coercion / Language-Specific Semantic Subtlety,
1408,1741,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}","public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}",0,0,0,0,ROR,Program Invariant / Pre-condition Blindness,
109,174,"private String decodeName(String name) {
    final WeakReference ref = (WeakReference)unescapeCache.get(name);
    String s = (String)(ref == null ? null : ref.get());

    if (s == null) {
        final char dollarReplacementFirstChar = dollarReplacement.charAt(0);
        final char escapeReplacementFirstChar = escapeCharReplacement.charAt(0);
        final int length = name.length();

        // First, fast (common) case: nothing to decode
        int i = 0;

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            // We'll do a quick check for potential match
            if (c == dollarReplacementFirstChar || c == escapeReplacementFirstChar) {
                // and if it might be a match, just quit, will check later on
                break;
            }
        }

        if (i == length) {
            return name;
        }

        // Otherwise full processing
        final StringBuffer result = new StringBuffer(length + 8);

        // We know first N chars are safe
        if (i > 0) {
            result.append(name.substring(0, i));
        }

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            if (c == dollarReplacementFirstChar && name.startsWith(dollarReplacement, i)) {
                i += dollarReplacement.length() - 1;
                result.append('$');
            } else if (c == escapeReplacementFirstChar
                && name.startsWith(escapeCharReplacement, i)) {
                i += escapeCharReplacement.length() - 1;
                result.append('_');
            } else {
                result.append(c);
            }
        }

        s = result.toString();
        unescapeCache.put(name, new WeakReference(s));
    }
    return s;
}","private String decodeName(String name) {
    final WeakReference ref = (WeakReference)unescapeCache.get(name);
    String s = (String)(ref == null ? null : ref.get());

    if (s == null) {
        final char dollarReplacementFirstChar = dollarReplacement.charAt(0);
        final char escapeReplacementFirstChar = escapeCharReplacement.charAt(0);
        final int length = name.length();

        // First, fast (common) case: nothing to decode
        int i = 0;

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            // We'll do a quick check for potential match
            if (c == dollarReplacementFirstChar || c >= escapeReplacementFirstChar) {
                // and if it might be a match, just quit, will check later on
                break;
            }
        }

        if (i == length) {
            return name;
        }

        // Otherwise full processing
        final StringBuffer result = new StringBuffer(length + 8);

        // We know first N chars are safe
        if (i > 0) {
            result.append(name.substring(0, i));
        }

        for (; i < length; i++ ) {
            char c = name.charAt(i);
            if (c == dollarReplacementFirstChar && name.startsWith(dollarReplacement, i)) {
                i += dollarReplacement.length() - 1;
                result.append('$');
            } else if (c == escapeReplacementFirstChar
                && name.startsWith(escapeCharReplacement, i)) {
                i += escapeCharReplacement.length() - 1;
                result.append('_');
            } else {
                result.append(c);
            }
        }

        s = result.toString();
        unescapeCache.put(name, new WeakReference(s));
    }
    return s;
}",0,0,0,0,ROR,Operator Coverage Mismatch,
1934,1979,"public boolean removeNode(int nodeId)
		throws pamvotis.exceptions.ElementDoesNotExistException {
	int position = -1;
	for (int i = 0; i < nodesList.size(); i++) {
		if (((pamvotis.core.MobileNode) nodesList.elementAt(i)).params.id == nodeId) {
			position = i;
			break;
		}
	}
	if (position != -1) {
		nodesList.removeElementAt(position);
		nmbrOfNodes--;
		return true;
	} else {
		throw new pamvotis.exceptions.ElementDoesNotExistException(""Node ""
				+ nodeId + "" does not exist."");
	}
}","public boolean removeNode(int nodeId)
		throws pamvotis.exceptions.ElementDoesNotExistException {
	int position = -1;
	for (int i = 0; i != nodesList.size(); i++) {
		if (((pamvotis.core.MobileNode) nodesList.elementAt(i)).params.id == nodeId) {
			position = i;
			break;
		}
	}
	if (position != -1) {
		nodesList.removeElementAt(position);
		nmbrOfNodes--;
		return true;
	} else {
		throw new pamvotis.exceptions.ElementDoesNotExistException(""Node ""
				+ nodeId + "" does not exist."");
	}
}",0,0,0,0,ROR,Operator Coverage Mismatch,
2001,2021,"public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}","public static int gcd(int u, int v) {
    if (u * v == 0) {
        return (Math.abs(u) + Math.abs(v));
    }
    // keep u and v negative, as negative integers range down to
    // -2^31, while positive numbers can only be as large as 2^31-1
    // (i.e. we can't necessarily negate a negative number without
    // overflow)
    /* assert u!=0 && v!=0; */
    if (u > 0) {
        u = -u;
    } // make u negative
    if (v > 0) {
        v = -v;
    } // make v negative
    // B1. [Find power of 2]
    int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) { // while u and v are
                                                        // both even...
        u /= 2;
        v /= 2;
        k++; // cast out twos.
    }
    if (false) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
    // B2. Initialize: u and v have been divided by 2^k and at least
    // one is odd.
    int t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
    // t negative: u was odd, v may be even (t replaces v)
    // t positive: u was even, v is odd (t replaces u)
    do {
        /* assert u<0 && v<0; */
        // B4/B3: cast out twos from t.
        while ((t & 1) == 0) { // while t is even..
            t /= 2; // cast out twos
        }
        // B5 [reset max(u,v)]
        if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
        // B6/B3. at this point both u and v should be odd.
        t = (v - u) / 2;
        // |u| larger: t positive (replace u)
        // |v| larger: t negative (replace v)
    } while (t != 0);
    return -u * (1 << k); // gcd is u*2^k
}",0,0,0,0,"CDL,ROD,VDL",Program Invariant / Pre-condition Blindness,
1408,1821,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}","public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 == a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}",0,0,0,0,COR,Program Invariant / Pre-condition Blindness,
1212,1341,"public  double sqrt( double N )
{
    double x = N;
    double M = N;
    double m = 1;
    double r = x;
    double diff = x * x - N;
    while (Math.abs(diff) > mEpsilon) {
        if (diff < 0) {
            m = x;
            x = (M + x) / 2;
        } else {
            if (diff > 0) {
                M = x;
                x = (m + x) / 2;
            }
        }
        diff = x * x - N;
    }
    r = x;
    mResult = r;
    return r;
}","public  double sqrt( double N )
{
    double x = N;
    double M = N;
    double m = 1;
    double r = x;
    double diff = x * x - N;
    while (Math.abs(diff) > mEpsilon) {
        if (diff < 0) {
            m = x;
            x = (M + ++x) / 2;
        } else {
            if (diff > 0) {
                M = x;
                x = (m + x) / 2;
            }
        }
        diff = x * x - N;
    }
    r = x;
    mResult = r;
    return r;
}",0,0,1,0,AOIS,Subtle Semantic Equivalence via Algebraic Identity,
2152,2216,"public static Object[] subarray(Object[] array, int startIndexInclusive, int endIndexExclusive) {
    if (array == null) {
        return null;
    }
    if (startIndexInclusive < 0) {
        startIndexInclusive = 0;
    }
    if (endIndexExclusive > array.length) {
        endIndexExclusive = array.length;
    }
    int newSize = endIndexExclusive - startIndexInclusive;
    Class type = array.getClass().getComponentType();
    if (newSize <= 0) {
        return (Object[]) Array.newInstance(type, 0);
    }
    Object[] subarray = (Object[]) Array.newInstance(type, newSize);
    System.arraycopy(array, startIndexInclusive, subarray, 0, newSize);
    return subarray;
}","public static Object[] subarray(Object[] array, int startIndexInclusive, int endIndexExclusive) {
    if (array == null) {
        return null;
    }
    if (startIndexInclusive < 0) {
        startIndexInclusive = 0;
    }
    if (endIndexExclusive > array.length) {
        endIndexExclusive = array.length;
    }
    int newSize = endIndexExclusive - startIndexInclusive;
    Class type = array.getClass().getComponentType();
    if (newSize < 0) {
        return (Object[]) Array.newInstance(type, 0);
    }
    Object[] subarray = (Object[]) Array.newInstance(type, newSize);
    System.arraycopy(array, startIndexInclusive, subarray, 0, newSize);
    return subarray;
}",0,0,0,0,ROR,Operator Coverage Mismatch,
